id	filename	md5	size	state
7f8ab784-42a6-4ab5-ad93-8afec6d40648	1c10a512-7101-4413-97e5-609216ede706.rna_seq.augmented_star_gene_counts.tsv	44ce33971d5c1cc41ef6976073a1f282	4225496	released
00ddf8c2-039f-409f-a2ed-b29e18395dd4	f07b7c4c-5f30-4c51-9eb1-4f873ad49c56.rna_seq.augmented_star_gene_counts.tsv	e2e47963ef332d148c4caee63c7f0bf4	4218545	released
63a93687-c0bc-46bd-ade7-a07ff25f2df1	664fe14c-8009-468c-996d-c28efeda9e02.rna_seq.augmented_star_gene_counts.tsv	2efef338b9838d9e31a143b28b4e5529	4244304	released
b7aa0328-5e0d-4534-bc14-4de19e55e6d9	12e857d8-77be-477e-961a-87b7e7cd1aa7.rna_seq.augmented_star_gene_counts.tsv	01733e00810637ad7e3a64b2be1769c5	4255840	released
65f03629-8dcf-456e-bb00-6cf2b0e40843	3145dfa6-b017-4195-b882-398a272fd3a4.rna_seq.augmented_star_gene_counts.tsv	7705b042ae34bb14aa472feb5653005f	4225043	released
cb2eba77-c85c-4473-a9de-d04366f3b9be	10f8dac1-6fe0-4976-acea-2bf677f1a7c8.rna_seq.augmented_star_gene_counts.tsv	0f9bd3c826e88bd77e6085d960cb78c7	4240741	released
068d8636-bd78-4ea2-9d16-666c660a05c2	72c8d597-a4ab-4235-8783-c2e3c0d3bc3d.rna_seq.augmented_star_gene_counts.tsv	2ce665296b154db784fb69436525a2e7	4248576	released
da2beada-3602-4701-b457-e3af189420b8	a4972851-5132-4465-b1c9-679bb3a644f4.rna_seq.augmented_star_gene_counts.tsv	f3a2d8adfd78e8126b97e34fc36de46a	4248061	released
21fae5a3-ec3c-4546-b880-b470688c7bd8	8c90619c-7b53-4033-a965-1456b9994686.rna_seq.augmented_star_gene_counts.tsv	9a4c5b9b252809e0e2654a4828b8ce2f	4233245	released
8c39b6b3-07a1-47a0-8dd9-1b939124ae41	c4aa218a-5c7e-4e98-9bd6-e5269b21f8b5.rna_seq.augmented_star_gene_counts.tsv	4252c96469e59b0437ab74ad7873f691	4235392	released
